topo,n,rate,pat,sent,recv,time_taken,injection_rate,sustained_rate,if_worst_latency,queue_cumu_worst_latency,sum_queueing,worst_total_latency,sa,average_latency
ld_XBAR,64,52,random,65536,65536,2498,.520,.409,294,600,14940676,721,.83179772985054710435,254.94650268554687500000
ld_XBAR,64,54,random,65536,65536,2503,.540,.409,358,687,17097809,765,.82595728875349580503,287.72659301757812500000
ld_XBAR,64,55,random,65536,65536,2539,.550,.403,378,693,18385411,832,.82190535972167520021,307.62786865234375000000
ld_XBAR,64,56,random,65536,65536,2491,.560,.411,441,710,19014928,826,.83517119965208082430,317.13955688476562500000
ld_XBAR,64,57,random,65536,65536,2518,.570,.406,282,822,20821508,905,.83547261798384961609,345.01861572265625000000
ld_XBAR,64,58,random,65536,65536,2513,.580,.407,413,788,21909348,868,.83160119462130256002,361.44558715820312500000
ld_XBAR,64,59,random,65536,65536,2509,.590,.408,304,839,22833062,1020,.83460583565829679819,375.59373474121093750000
ld_XBAR,64,61,random,65536,65536,2525,.610,.405,402,896,24119649,939,.82699360561056105610,395.14747619628906250000
ld_XBAR,64,60,random,65536,65536,2539,.600,.403,294,913,24055749,1022,.82389002395956413286,394.22291564941406250000
ld_XBAR,64,62,random,65536,65536,2550,.620,.401,294,978,25717810,1043,.82136897467320261437,419.62229919433593750000
ld_XBAR,64,63,random,65536,65536,2507,.630,.408,404,908,25549436,1102,.83077746892035633559,416.89521789550781250000
ld_XBAR,64,64,random,65536,65536,2494,.640,.410,398,933,27335941,1139,.83813600558005880780,444.26580810546875000000
ld_XBAR,64,65,random,65536,65536,2512,.650,.407,340,957,27447559,1018,.82924773586783439490,445.86642456054687500000
ld_XBAR,64,66,random,65536,65536,2519,.660,.406,247,1005,28404992,1112,.82762618681355035066,460.49293518066406250000
ld_XBAR,64,67,random,65536,65536,2504,.670,.408,298,1032,29632517,1086,.83620790069222577209,479.35284423828125000000
ld_XBAR,64,68,random,65536,65536,2517,.680,.406,358,1038,29479509,1130,.82850884816580585352,476.89804077148437500000
ld_XBAR,64,70,random,65536,65536,2518,.700,.406,418,1083,32048014,1171,.83675918801297325920,516.37573242187500000000
ld_XBAR,64,69,random,65536,65536,2504,.690,.408,322,1025,30820469,1120,.83336921342518636847,497.38139343261718750000
ld_XBAR,64,71,random,65536,65536,2498,.710,.409,366,1082,31924502,1156,.83358249099279423538,514.16123962402343750000
ld_XBAR,64,72,random,65536,65536,2517,.720,.406,239,1130,32675232,1221,.82944260280095351609,525.67703247070312500000
ld_XBAR,64,74,random,65536,65536,2511,.740,.407,360,1142,33999915,1210,.83264832652993495287,545.95278930664062500000
ld_XBAR,64,73,random,65536,65536,2537,.730,.403,447,1149,34663725,1241,.83325788743266325055,556.38366699218750000000
ld_XBAR,64,75,random,65536,65536,2553,.750,.401,352,1194,34803286,1253,.81937967179135657396,558.21855163574218750000
